user_id,recency_days,frequency,monetary_inr,r_score,f_score,m_score,segment,cluster
35416,80,3,1092.0,4,4,2,Loyal,1
35417,606,1,384.0,2,1,1,Lost,0
35418,123,2,454.0,4,3,2,Loyal,1
35420,507,1,1111.0,2,1,2,At Risk,0
35423,443,1,1491.0,2,1,2,At Risk,0
35424,114,2,723.0,4,3,2,Loyal,1
35425,106,2,319.0,4,3,1,Potential Loyalist,1
35426,190,4,1499.0,3,4,2,Loyal,1
35427,87,2,2301.0,4,3,3,Loyal,1
35430,316,3,23541.0,3,4,4,Champions,1
35431,89,3,2648.0,4,4,3,Champions,1
35432,309,3,30324.0,3,4,4,Champions,1
35434,632,3,50010.0,1,4,4,Loyal,1
35435,117,3,328.0,4,4,1,Loyal,1
35437,446,1,74.0,2,1,1,Lost,0
35438,646,1,213.0,1,1,1,Lost,0
35439,591,2,3838.0,2,3,3,Potential Loyalist,0
35441,213,4,3329.0,3,4,3,Loyal,1
35442,536,2,31726.0,2,3,4,Loyal,1
35443,585,1,569.0,2,1,2,At Risk,0
35444,733,1,2472.0,1,1,3,At Risk,0
35445,396,3,146041.0,2,4,4,Loyal,1
35446,205,1,83.0,3,1,1,At Risk,0
35447,941,1,106.0,1,1,1,Lost,0
35449,64,3,13245.0,4,4,4,Champions,1
35450,157,2,11454.0,4,3,4,Champions,1
35452,52,6,61625.0,4,4,4,Champions,1
35453,302,2,1199.0,3,3,2,Potential Loyalist,0
35455,526,2,255.0,2,3,1,At Risk,0
35456,201,1,310.0,3,1,1,At Risk,0
35457,571,2,3805.0,2,3,3,Potential Loyalist,0
35460,509,2,954.0,2,3,2,Potential Loyalist,0
35462,247,2,36801.0,3,3,4,Loyal,1
35464,24,2,5769.0,4,3,3,Loyal,1
35465,557,2,39245.0,2,3,4,Loyal,1
35466,801,1,2208.0,1,1,3,At Risk,0
35467,191,1,366.0,3,1,1,At Risk,0
35469,961,1,435.0,1,1,2,Lost,0
35470,310,1,3352.0,3,1,3,Potential Loyalist,0
35472,821,1,259.0,1,1,1,Lost,0
35473,416,2,5912.0,2,3,3,Potential Loyalist,1
35474,324,1,296.0,3,1,1,At Risk,0
35475,607,2,10315.0,2,3,4,Loyal,1
35476,374,3,1982.0,3,4,3,Loyal,1
35477,598,1,310.0,2,1,1,Lost,0
35478,717,1,7514.0,1,1,3,At Risk,0
35480,463,2,797.0,2,3,2,Potential Loyalist,0
35482,631,2,246.0,2,3,1,At Risk,0
35483,640,3,1574.0,1,4,2,Potential Loyalist,1
35484,92,3,13278.0,4,4,4,Champions,1
35486,703,1,306.0,1,1,1,Lost,0
35487,422,3,75166.0,2,4,4,Loyal,1
35489,421,3,48593.0,2,4,4,Loyal,1
35491,347,3,6264.0,3,4,3,Loyal,1
35492,225,3,570.0,3,4,2,Loyal,1
35493,205,1,74.0,3,1,1,At Risk,0
35494,613,1,46.0,2,1,1,Lost,0
35495,340,3,1301.0,3,4,2,Loyal,1
35496,24,3,11440.0,4,4,4,Champions,1
35497,585,1,204.0,2,1,1,Lost,0
35499,183,1,759.0,3,1,2,At Risk,0
35500,688,1,60.0,1,1,1,Lost,0
35502,512,1,97.0,2,1,1,Lost,0
35504,270,2,23172.0,3,3,4,Loyal,1
35505,53,4,10944.0,4,4,4,Champions,1
35506,360,1,2560.0,3,1,3,Potential Loyalist,0
35507,631,1,2333.0,2,1,3,At Risk,0
35508,717,1,343.0,1,1,1,Lost,0
35510,134,2,1255.0,4,3,2,Loyal,1
35511,851,1,32.0,1,1,1,Lost,0
35512,17,1,741.0,4,1,2,Potential Loyalist,1
35513,204,1,0.0,3,1,1,At Risk,0
35514,162,4,38402.0,4,4,4,Champions,1
35515,135,2,25440.0,4,3,4,Champions,1
35516,656,3,843.0,1,4,2,Potential Loyalist,1
35517,466,2,718.0,2,3,2,Potential Loyalist,0
35518,827,1,106.0,1,1,1,Lost,0
35519,333,2,1032.0,3,3,2,Potential Loyalist,0
35521,514,1,204.0,2,1,1,Lost,0
35522,24,2,51796.0,4,3,4,Champions,1
35523,610,1,2736.0,2,1,3,At Risk,0
35524,515,1,380.0,2,1,1,Lost,0
35525,169,1,1014.0,4,1,2,Potential Loyalist,0
35526,197,1,773.0,3,1,2,At Risk,0
35527,414,1,2894.0,2,1,3,At Risk,0
35528,109,2,59037.0,4,3,4,Champions,1
35529,17,4,6744.0,4,4,3,Champions,1
35530,858,1,282.0,1,1,1,Lost,0
35531,248,2,24500.0,3,3,4,Loyal,1
35532,226,1,3824.0,3,1,3,Potential Loyalist,0
35533,610,1,2440.0,2,1,3,At Risk,0
35534,437,3,454.0,2,4,2,Potential Loyalist,1
35535,53,1,4366.0,4,1,3,Potential Loyalist,1
35536,653,1,10356.0,1,1,4,At Risk,0
35537,16,1,282.0,4,1,1,At Risk,1
35538,299,3,19042.0,3,4,4,Champions,1
35539,624,1,157.0,2,1,1,Lost,0
35540,142,1,106.0,4,1,1,At Risk,0
35544,16,2,393.0,4,3,1,Potential Loyalist,1
35545,759,3,884.0,1,4,2,Potential Loyalist,1
35547,618,2,903.0,2,3,2,Potential Loyalist,0
35548,428,2,8880.0,2,3,3,Potential Loyalist,1
35549,74,3,1084.0,4,4,2,Loyal,1
35550,470,5,21458.0,2,4,4,Loyal,1
35551,142,1,6926.0,4,1,3,Potential Loyalist,0
35554,163,2,34894.0,4,3,4,Champions,1
35555,669,2,301.0,1,3,1,At Risk,0
35556,799,2,8815.0,1,3,3,Potential Loyalist,1
35557,743,1,116.0,1,1,1,Lost,0
35558,318,1,167074.0,3,1,4,Potential Loyalist,1
35559,971,1,6009.0,1,1,3,At Risk,0
35560,404,2,463.0,2,3,2,Potential Loyalist,0
35562,603,2,2491.0,2,3,3,Potential Loyalist,0
35563,312,2,36102.0,3,3,4,Loyal,1
35564,775,2,50277.0,1,3,4,Potential Loyalist,1
35565,703,1,2528.0,1,1,3,At Risk,0
35566,346,1,6241.0,3,1,3,Potential Loyalist,0
35568,142,2,2032.0,4,3,3,Loyal,1
35570,312,1,6481.0,3,1,3,Potential Loyalist,0
35571,411,5,1792.0,2,4,2,Potential Loyalist,1
35573,435,2,3703.0,2,3,3,Potential Loyalist,1
35574,681,1,97.0,1,1,1,Lost,0
35575,655,2,4019.0,1,3,3,Potential Loyalist,0
35576,670,1,417.0,1,1,1,Lost,0
35577,488,3,676.0,2,4,2,Potential Loyalist,1
35578,921,1,17838.0,1,1,4,At Risk,0
35579,751,2,301.0,1,3,1,At Risk,0
35580,22,6,20834.0,4,4,4,Champions,1
35581,632,1,759.0,1,1,2,Lost,0
35582,106,2,1101.0,4,3,2,Loyal,1
35583,131,1,162.0,4,1,1,At Risk,0
35584,142,1,241.0,4,1,1,At Risk,0
35585,389,3,10241.0,2,4,4,Loyal,1
35586,453,4,17528.0,2,4,4,Loyal,1
35587,50,3,2255.0,4,4,3,Champions,1
35588,295,1,218.0,3,1,1,At Risk,0
35589,918,1,185.0,1,1,1,Lost,0
35590,606,1,51.0,2,1,1,Lost,0
35591,675,3,7541.0,1,4,3,Potential Loyalist,1
35593,435,3,203.0,2,4,1,Potential Loyalist,0
35594,169,1,8343.0,4,1,3,Potential Loyalist,0
35595,218,5,116421.0,3,4,4,Champions,1
35596,131,1,97.0,4,1,1,At Risk,0
35597,397,2,10532.0,2,3,4,Loyal,1
35598,338,3,28338.0,3,4,4,Champions,1
35599,904,1,4130.0,1,1,3,At Risk,0
35600,885,1,2361.0,1,1,3,At Risk,0
35601,849,1,1639.0,1,1,2,Lost,0
35602,696,2,759.0,1,3,2,At Risk,0
35605,353,1,306.0,3,1,1,At Risk,0
35606,129,1,102.0,4,1,1,At Risk,0
35607,599,1,120.0,2,1,1,Lost,0
35608,60,3,1135.0,4,4,2,Loyal,1
35609,173,1,1949.0,4,1,2,Potential Loyalist,0
35610,338,3,15509.0,3,4,4,Champions,1
35611,646,2,491.0,1,3,2,At Risk,0
35612,501,1,37.0,2,1,1,Lost,0
35615,575,1,801.0,2,1,2,At Risk,0
35617,815,1,778.0,1,1,2,Lost,0
35618,246,2,255.0,3,3,1,Potential Loyalist,0
35620,207,2,889.0,3,3,2,Potential Loyalist,1
35621,505,1,1000.0,2,1,2,At Risk,0
35622,267,2,574.0,3,3,2,Potential Loyalist,0
35624,717,1,269.0,1,1,1,Lost,0
35625,103,5,23843.0,4,4,4,Champions,1
35626,325,2,13079.0,3,3,4,Loyal,1
35627,348,2,3681.0,3,3,3,Loyal,1
35628,211,1,125.0,3,1,1,At Risk,0
35629,869,1,1625.0,1,1,2,Lost,0
35630,486,3,5024.0,2,4,3,Loyal,1
35631,775,1,343.0,1,1,1,Lost,0
35633,23,5,7699.0,4,4,3,Champions,1
35634,974,1,690.0,1,1,2,Lost,0
35637,207,1,7190.0,3,1,3,Potential Loyalist,0
35639,850,1,2023.0,1,1,3,At Risk,0
35640,528,1,931.0,2,1,2,At Risk,0
35641,19,3,3861.0,4,4,3,Champions,1
35642,564,1,495.0,2,1,2,At Risk,0
35643,387,5,21657.0,2,4,4,Loyal,1
35644,416,1,699.0,2,1,2,At Risk,0
35645,471,3,426.0,2,4,1,Potential Loyalist,1
35646,143,2,85084.0,4,3,4,Champions,1
35648,45,1,667.0,4,1,2,Potential Loyalist,0
35649,662,2,3871.0,1,3,3,Potential Loyalist,0
35650,269,1,31051.0,3,1,4,Potential Loyalist,1
35651,146,1,51.0,4,1,1,At Risk,0
35652,45,2,388.0,4,3,1,Potential Loyalist,1
35654,325,4,24718.0,3,4,4,Champions,1
35655,208,2,2121.0,3,3,3,Loyal,1
35656,337,2,690.0,3,3,2,Potential Loyalist,0
35658,479,2,13074.0,2,3,4,Loyal,1
35660,46,2,527.0,4,3,2,Loyal,1
35661,599,1,213.0,2,1,1,Lost,0
35662,614,1,231.0,2,1,1,Lost,0
35663,830,1,718.0,1,1,2,Lost,0
35665,819,1,167.0,1,1,1,Lost,0
35666,445,2,12065.0,2,3,4,Loyal,1
35668,579,2,574.0,2,3,2,Potential Loyalist,0
35669,264,3,7819.0,3,4,3,Loyal,1
35670,869,1,5366.0,1,1,3,At Risk,0
35671,613,2,1329.0,2,3,2,Potential Loyalist,0
35672,849,1,3005.0,1,1,3,At Risk,0
35674,274,2,18597.0,3,3,4,Loyal,1
35675,718,2,1509.0,1,3,2,At Risk,0
35676,870,1,139.0,1,1,1,Lost,0
35677,114,2,9763.0,4,3,4,Champions,1
35678,794,1,2611.0,1,1,3,At Risk,0
35679,212,2,13268.0,3,3,4,Loyal,1
35680,647,1,13125.0,1,1,4,At Risk,0
35682,267,3,10728.0,3,4,4,Champions,1
35683,824,1,3685.0,1,1,3,At Risk,0
35684,424,1,5380.0,2,1,3,At Risk,0
35685,698,2,3588.0,1,3,3,Potential Loyalist,0
35686,282,2,15305.0,3,3,4,Loyal,1
35687,110,2,1051.0,4,3,2,Loyal,1
35689,474,1,130.0,2,1,1,Lost,0
35690,116,2,1958.0,4,3,3,Loyal,1
35691,935,1,42.0,1,1,1,Lost,0
35692,708,3,3842.0,1,4,3,Potential Loyalist,1
35693,81,4,40287.0,4,4,4,Champions,1
35694,838,1,167.0,1,1,1,Lost,0
35695,395,3,12593.0,2,4,4,Loyal,1
35696,536,2,250.0,2,3,1,At Risk,0
35698,442,2,148.0,2,3,1,At Risk,0
35699,603,1,139.0,2,1,1,Lost,0
35702,127,2,6977.0,4,3,3,Loyal,1
35703,116,2,8435.0,4,3,3,Loyal,1
35705,99,4,18069.0,4,4,4,Champions,1
35706,799,1,412.0,1,1,1,Lost,0
35707,67,2,16273.0,4,3,4,Champions,1
35709,885,2,3513.0,1,3,3,Potential Loyalist,0
35710,339,2,164310.0,3,3,4,Loyal,1
35713,327,1,1259.0,3,1,2,At Risk,0
35715,15,3,1180.0,4,4,2,Loyal,1
35716,233,1,133000.0,3,1,4,Potential Loyalist,1
35717,362,3,73959.0,3,4,4,Champions,1
35718,261,2,33334.0,3,3,4,Loyal,1
35719,233,3,70833.0,3,4,4,Champions,1
35720,89,3,2379.0,4,4,3,Champions,1
35722,205,4,8505.0,3,4,3,Loyal,1
35723,407,3,44190.0,2,4,4,Loyal,1
35724,554,2,875.0,2,3,2,Potential Loyalist,0
35725,837,1,829.0,1,1,2,Lost,0
35726,604,2,1019.0,2,3,2,Potential Loyalist,0
35727,149,2,1435.0,4,3,2,Loyal,1
35728,589,2,2514.0,2,3,3,Potential Loyalist,0
35729,747,1,157.0,1,1,1,Lost,0
35730,838,1,153.0,1,1,1,Lost,0
35731,695,1,5657.0,1,1,3,At Risk,0
35732,359,5,93064.0,3,4,4,Champions,1
35733,389,2,227.0,2,3,1,At Risk,0
35734,250,3,7987.0,3,4,3,Loyal,1
35735,134,5,1588.0,4,4,2,Loyal,1
35736,142,1,88.0,4,1,1,At Risk,0
35739,730,1,34241.0,1,1,4,At Risk,0
35740,51,3,2195.0,4,4,3,Champions,1
35741,396,3,2246.0,2,4,3,Loyal,1
35743,787,1,32.0,1,1,1,Lost,0
35745,690,1,4949.0,1,1,3,At Risk,0
35746,624,4,31217.0,2,4,4,Loyal,1
35749,113,4,2366.0,4,4,3,Champions,1
35751,120,3,1315.0,4,4,2,Loyal,1
35753,367,1,15708.0,3,1,4,Potential Loyalist,0
35754,164,5,18189.0,4,4,4,Champions,1
35755,120,2,10380.0,4,3,4,Champions,1
35756,166,2,2111.0,4,3,3,Loyal,1
35758,88,3,2644.0,4,4,3,Champions,1
35759,670,1,112551.0,1,1,4,At Risk,0
35761,593,2,648.0,2,3,2,Potential Loyalist,0
35762,625,1,93.0,2,1,1,Lost,0
35763,46,3,1384.0,4,4,2,Loyal,1
35764,773,1,1032.0,1,1,2,Lost,0
35765,920,1,125.0,1,1,1,Lost,0
35767,583,1,106.0,2,1,1,Lost,0
35768,144,1,13472.0,4,1,4,Loyal,1
35769,793,1,167.0,1,1,1,Lost,0
35770,960,1,88.0,1,1,1,Lost,0
35772,218,2,1231.0,3,3,2,Potential Loyalist,1
35773,541,1,74.0,2,1,1,Lost,0
35774,359,1,5787.0,3,1,3,Potential Loyalist,0
35775,739,1,324.0,1,1,1,Lost,0
35776,782,2,218.0,1,3,1,At Risk,0
35777,81,1,88.0,4,1,1,At Risk,0
35778,82,3,1926.0,4,4,2,Loyal,1
35780,744,1,5542.0,1,1,3,At Risk,0
35781,58,3,7384.0,4,4,3,Champions,1
35782,837,1,106.0,1,1,1,Lost,0
35783,382,3,33130.0,2,4,4,Loyal,1
35784,477,1,6880.0,2,1,3,At Risk,0
35785,772,1,204.0,1,1,1,Lost,0
35786,492,1,463.0,2,1,2,At Risk,0
35787,575,2,162.0,2,3,1,At Risk,0
35789,232,2,620.0,3,3,2,Potential Loyalist,0
35790,269,3,436.0,3,4,2,Loyal,1
35791,58,3,5949.0,4,4,3,Champions,1
35793,870,1,593.0,1,1,2,Lost,0
35794,107,3,1949.0,4,4,2,Loyal,1
35795,67,3,573.0,4,4,2,Loyal,1
35796,494,1,389.0,2,1,1,Lost,0
35797,738,1,301.0,1,1,1,Lost,0
35798,235,2,408.0,3,3,1,Potential Loyalist,0
35800,612,1,10301.0,2,1,4,Potential Loyalist,0
35801,116,2,5805.0,4,3,3,Loyal,1
35802,968,1,1509.0,1,1,2,Lost,0
35803,512,2,19524.0,2,3,4,Loyal,1
35805,80,1,431.0,4,1,2,Potential Loyalist,0
35806,845,1,370.0,1,1,1,Lost,0
35809,632,2,12862.0,1,3,4,Potential Loyalist,1
35810,387,2,370.0,2,3,1,At Risk,0
35811,243,4,540.0,3,4,2,Loyal,1
35812,737,2,4195.0,1,3,3,Potential Loyalist,0
35813,582,1,2727.0,2,1,3,At Risk,0
35814,43,4,53806.0,4,4,4,Champions,1
35815,589,2,629.0,2,3,2,Potential Loyalist,0
35816,150,1,144.0,4,1,1,At Risk,0
35817,785,1,912.0,1,1,2,Lost,0
35818,781,1,153.0,1,1,1,Lost,0
35819,25,5,7842.0,4,4,3,Champions,1
35821,39,3,14172.0,4,4,4,Champions,1
35822,81,3,3528.0,4,4,3,Champions,1
35824,628,1,6611.0,2,1,3,At Risk,0
35825,243,3,18611.0,3,4,4,Champions,1
35826,100,3,75819.0,4,4,4,Champions,1
35827,437,1,287.0,2,1,1,Lost,0
35828,310,2,620.0,3,3,2,Potential Loyalist,0
35830,640,1,421.0,1,1,1,Lost,0
35832,137,3,3297.0,4,4,3,Champions,1
35833,747,2,2282.0,1,3,3,Potential Loyalist,0
35834,633,2,416.0,1,3,1,At Risk,0
35835,684,1,329.0,1,1,1,Lost,0
35836,124,5,8388.0,4,4,3,Champions,1
35837,201,2,25379.0,3,3,4,Loyal,1
35838,803,3,65468.0,1,4,4,Loyal,1
35839,98,4,6699.0,4,4,3,Champions,1
35840,592,1,48269.0,2,1,4,Potential Loyalist,0
35844,348,1,79.0,3,1,1,At Risk,0
35845,814,1,375.0,1,1,1,Lost,0
35846,698,1,139.0,1,1,1,Lost,0
35848,107,6,88352.0,4,4,4,Champions,1
35849,313,4,6235.0,3,4,3,Loyal,1
35850,724,1,5713.0,1,1,3,At Risk,0
35851,850,2,23421.0,1,3,4,Potential Loyalist,1
35852,740,1,2662.0,1,1,3,At Risk,0
35853,330,1,134.0,3,1,1,At Risk,0
35854,536,2,343.0,2,3,1,At Risk,0
35855,750,1,40486.0,1,1,4,At Risk,0
35856,88,3,9551.0,4,4,4,Champions,1
35857,106,4,177676.0,4,4,4,Champions,1
35858,344,3,23930.0,3,4,4,Champions,1
35859,155,2,3699.0,4,3,3,Loyal,1
35860,414,4,1842.0,2,4,2,Potential Loyalist,1
35861,64,1,699.0,4,1,2,Potential Loyalist,0
35863,592,1,46.0,2,1,1,Lost,0
35865,733,1,162.0,1,1,1,Lost,0
35866,913,1,185.0,1,1,1,Lost,0
35868,29,5,65949.0,4,4,4,Champions,1
35869,309,1,4259.0,3,1,3,Potential Loyalist,0
35871,519,1,144.0,2,1,1,Lost,0
35872,761,1,148.0,1,1,1,Lost,0
35874,411,2,4810.0,2,3,3,Potential Loyalist,1
35875,950,1,26514.0,1,1,4,At Risk,0
35877,711,1,532.0,1,1,2,Lost,0
35878,148,2,1565.0,4,3,2,Loyal,1
35879,471,2,463.0,2,3,2,Potential Loyalist,0
35881,547,3,634.0,2,4,2,Potential Loyalist,1
35882,54,2,59125.0,4,3,4,Champions,1
35883,920,1,1611.0,1,1,2,Lost,0
35884,131,3,9782.0,4,4,4,Champions,1
35885,44,3,3676.0,4,4,3,Champions,1
35886,479,2,10408.0,2,3,4,Loyal,1
35887,101,3,6255.0,4,4,3,Champions,1
35888,106,2,11315.0,4,3,4,Champions,1
35890,393,2,2982.0,2,3,3,Potential Loyalist,1
35891,709,1,79.0,1,1,1,Lost,0
35893,523,1,167.0,2,1,1,Lost,0
35894,191,3,4889.0,3,4,3,Loyal,1
35896,949,1,42.0,1,1,1,Lost,0
35897,327,3,10019.0,3,4,4,Champions,1
35898,204,4,13893.0,3,4,4,Champions,1
35899,37,2,7329.0,4,3,3,Loyal,1
35901,369,2,1135.0,3,3,2,Potential Loyalist,0
35902,712,2,15352.0,1,3,4,Potential Loyalist,1
35903,268,3,676.0,3,4,2,Loyal,1
35904,23,2,1412.0,4,3,2,Loyal,1
35905,284,2,5695.0,3,3,3,Loyal,1
35907,694,2,6806.0,1,3,3,Potential Loyalist,1
35908,963,1,12292.0,1,1,4,At Risk,0
35909,443,3,7171.0,2,4,3,Loyal,1
35911,218,2,991.0,3,3,2,Potential Loyalist,1
35912,141,3,16861.0,4,4,4,Champions,1
35913,514,2,1292.0,2,3,2,Potential Loyalist,0
35914,18,3,736.0,4,4,2,Loyal,1
35915,740,2,440.0,1,3,2,At Risk,0
35916,99,2,5241.0,4,3,3,Loyal,1
35917,164,3,2325.0,4,4,3,Champions,1
35918,488,2,40611.0,2,3,4,Loyal,1
35920,695,1,120.0,1,1,1,Lost,0
35922,162,4,60751.0,4,4,4,Champions,1
35923,520,2,1663.0,2,3,2,Potential Loyalist,0
35925,31,3,12444.0,4,4,4,Champions,1
35926,409,1,1185.0,2,1,2,At Risk,0
35927,128,3,3565.0,4,4,3,Champions,1
35928,379,1,338.0,3,1,1,At Risk,0
35929,116,2,29912.0,4,3,4,Champions,1
35930,963,1,10042.0,1,1,4,At Risk,0
35931,666,2,2426.0,1,3,3,Potential Loyalist,0
35932,705,1,74.0,1,1,1,Lost,0
35933,718,2,1602.0,1,3,2,At Risk,0
35935,163,2,9625.0,4,3,4,Champions,1
35936,39,1,417.0,4,1,1,At Risk,0
35937,576,1,1509.0,2,1,2,At Risk,0
35939,192,2,16782.0,3,3,4,Loyal,1
35941,200,4,816.0,3,4,2,Loyal,1
35943,633,1,167.0,1,1,1,Lost,0
35946,117,1,5218.0,4,1,3,Potential Loyalist,0
35948,702,2,6676.0,1,3,3,Potential Loyalist,1
35949,375,1,1625.0,3,1,2,At Risk,0
35950,675,1,19597.0,1,1,4,At Risk,0
35951,374,2,15019.0,3,3,4,Loyal,1
35952,485,1,79.0,2,1,1,Lost,0
35953,109,1,1505.0,4,1,2,Potential Loyalist,0
35955,463,3,24274.0,2,4,4,Loyal,1
35956,414,3,4737.0,2,4,3,Loyal,1
35957,942,1,32.0,1,1,1,Lost,0
35958,563,1,3167.0,2,1,3,At Risk,0
35963,218,2,5148.0,3,3,3,Loyal,1
35964,934,1,597.0,1,1,2,Lost,0
35966,113,3,1968.0,4,4,3,Champions,1
35967,711,1,43653.0,1,1,4,At Risk,0
35969,613,1,51.0,2,1,1,Lost,0
35970,264,3,52486.0,3,4,4,Champions,1
35971,880,1,93329.0,1,1,4,At Risk,0
35972,170,5,40852.0,4,4,4,Champions,1
35973,831,1,551.0,1,1,2,Lost,0
35974,911,1,28685.0,1,1,4,At Risk,0
35975,29,2,13593.0,4,3,4,Champions,1
35976,213,4,2180.0,3,4,3,Loyal,1
35977,228,2,7777.0,3,3,3,Loyal,1
35978,12,2,266912.0,4,3,4,Champions,1
35979,123,2,11504.0,4,3,4,Champions,1
35980,233,2,1514.0,3,3,2,Potential Loyalist,1
35981,299,3,16644.0,3,4,4,Champions,1
35982,941,1,375.0,1,1,1,Lost,0
35984,131,2,403.0,4,3,1,Potential Loyalist,1
35985,114,3,944.0,4,4,2,Loyal,1
35987,246,2,35838.0,3,3,4,Loyal,1
35988,135,3,1093.0,4,4,2,Loyal,1
35989,638,1,273.0,1,1,1,Lost,0
35990,190,5,3744.0,3,4,3,Loyal,1
35991,872,1,4269.0,1,1,3,At Risk,0
35992,276,1,1722.0,3,1,2,At Risk,0
35993,347,2,1732.0,3,3,2,Potential Loyalist,0
35994,509,1,71231.0,2,1,4,Potential Loyalist,0
35996,628,1,102.0,2,1,1,Lost,0
35997,404,3,5255.0,2,4,3,Loyal,1
35998,407,2,14000.0,2,3,4,Loyal,1
36000,773,2,1593.0,1,3,2,At Risk,0
36001,106,2,351.0,4,3,1,Potential Loyalist,1
36002,431,1,153.0,2,1,1,Lost,0
36003,668,1,1750.0,1,1,2,Lost,0
36004,120,2,3801.0,4,3,3,Loyal,1
36005,16,2,2866.0,4,3,3,Loyal,1
36006,617,2,4232.0,2,3,3,Potential Loyalist,0
36007,634,2,329.0,1,3,1,At Risk,0
36008,180,2,1917.0,3,3,2,Potential Loyalist,1
36010,624,2,403.0,2,3,1,At Risk,0
36011,691,1,1847.0,1,1,2,Lost,0
36012,789,1,10843.0,1,1,4,At Risk,0
36014,698,1,1065.0,1,1,2,Lost,0
36016,512,2,2158.0,2,3,3,Potential Loyalist,0
36017,492,3,1468.0,2,4,2,Potential Loyalist,1
36018,717,1,2213.0,1,1,3,At Risk,0
36019,199,6,96667.0,3,4,4,Champions,1
36020,234,3,4347.0,3,4,3,Loyal,1
36021,498,2,10083.0,2,3,4,Loyal,1
36022,820,2,14046.0,1,3,4,Potential Loyalist,1
36023,267,3,38532.0,3,4,4,Champions,1
36024,571,1,79.0,2,1,1,Lost,0
36026,213,3,1389.0,3,4,2,Loyal,1
36027,46,4,22898.0,4,4,4,Champions,1
36028,351,2,9713.0,3,3,4,Loyal,1
36030,206,1,29477.0,3,1,4,Potential Loyalist,1
36031,81,2,50102.0,4,3,4,Champions,1
36035,250,1,796.0,3,1,2,At Risk,0
36036,435,1,1884.0,2,1,2,At Risk,0
36037,180,1,1213.0,3,1,2,At Risk,0
36038,372,2,2181.0,3,3,3,Loyal,1
36040,169,2,797.0,4,3,2,Loyal,1
36041,327,2,24046.0,3,3,4,Loyal,1
36042,578,1,144.0,2,1,1,Lost,0
36043,323,2,588.0,3,3,2,Potential Loyalist,0
36044,89,3,500.0,4,4,2,Loyal,1
36045,453,2,28468.0,2,3,4,Loyal,1
36046,43,2,1301.0,4,3,2,Loyal,1
36048,93,3,18750.0,4,4,4,Champions,1
36049,127,2,204.0,4,3,1,Potential Loyalist,0
36050,460,2,231.0,2,3,1,At Risk,0
36051,577,3,2782.0,2,4,3,Loyal,1
36053,857,1,1338.0,1,1,2,Lost,0
36054,197,1,12699.0,3,1,4,Potential Loyalist,0
36056,575,2,1135.0,2,3,2,Potential Loyalist,0
36057,51,5,97546.0,4,4,4,Champions,1
36058,108,2,1481.0,4,3,2,Loyal,1
36059,507,2,8088.0,2,3,3,Potential Loyalist,1
36060,848,1,449.0,1,1,2,Lost,0
36061,723,1,579.0,1,1,2,Lost,0
36062,138,2,680.0,4,3,2,Loyal,1
36063,295,1,824.0,3,1,2,At Risk,0
36064,953,1,125.0,1,1,1,Lost,0
36065,95,2,16486.0,4,3,4,Champions,1
36066,449,2,4065.0,2,3,3,Potential Loyalist,1
36067,887,2,2514.0,1,3,3,Potential Loyalist,0
36068,163,2,375.0,4,3,1,Potential Loyalist,0
36069,831,1,407.0,1,1,1,Lost,0
36072,411,1,14667.0,2,1,4,Potential Loyalist,0
36074,897,1,259.0,1,1,1,Lost,0
36075,44,3,15560.0,4,4,4,Champions,1
36078,113,1,111.0,4,1,1,At Risk,0
36079,137,4,4134.0,4,4,3,Champions,1
36080,785,2,204.0,1,3,1,At Risk,0
36082,694,1,384.0,1,1,1,Lost,0
36083,246,1,204.0,3,1,1,At Risk,0
36084,528,2,388.0,2,3,1,At Risk,0
36085,264,2,4134.0,3,3,3,Loyal,1
36086,459,2,190.0,2,3,1,At Risk,0
36087,214,1,10009.0,3,1,4,Potential Loyalist,0
36088,299,1,255.0,3,1,1,At Risk,0
36089,102,3,778.0,4,4,2,Loyal,1
36090,24,3,2690.0,4,4,3,Champions,1
36091,54,1,74.0,4,1,1,At Risk,0
36092,493,5,13080.0,2,4,4,Loyal,1
36093,813,1,194.0,1,1,1,Lost,0
36095,130,3,21435.0,4,4,4,Champions,1
36096,36,2,1653.0,4,3,2,Loyal,1
36098,319,2,250.0,3,3,1,Potential Loyalist,0
36099,843,1,218.0,1,1,1,Lost,0
36100,533,1,7495.0,2,1,3,At Risk,0
36101,724,1,491.0,1,1,2,Lost,0
36102,372,2,4301.0,3,3,3,Loyal,1
36103,411,2,3046.0,2,3,3,Potential Loyalist,1
36104,236,3,1162.0,3,4,2,Loyal,1
36105,320,1,551.0,3,1,2,At Risk,0
36106,435,3,3435.0,2,4,3,Loyal,1
36107,939,1,500.0,1,1,2,Lost,0
36109,548,3,3000.0,2,4,3,Loyal,1
36110,50,1,130.0,4,1,1,At Risk,0
36111,352,3,4838.0,3,4,3,Loyal,1
36112,726,1,9352.0,1,1,4,At Risk,0
36113,39,2,1380.0,4,3,2,Loyal,1
36115,72,2,370.0,4,3,1,Potential Loyalist,1
36116,289,2,2135.0,3,3,3,Loyal,1
36119,627,1,282.0,2,1,1,Lost,0
36121,697,1,88.0,1,1,1,Lost,0
36122,696,2,117014.0,1,3,4,Potential Loyalist,1
36123,946,1,83.0,1,1,1,Lost,0
36125,578,2,4745.0,2,3,3,Potential Loyalist,1
